@relation miRNA-weka.filters.supervised.instance.SMOTE-C0-K5-P66.6666666667-S1

@attribute feat0 numeric
@attribute feat1 numeric
@attribute feat2 numeric
@attribute feat3 numeric
@attribute feat4 numeric
@attribute feat5 numeric
@attribute feat6 numeric
@attribute feat7 numeric
@attribute feat8 numeric
@attribute feat9 numeric
@attribute feat10 numeric
@attribute feat11 numeric
@attribute feat12 numeric
@attribute feat13 numeric
@attribute feat14 numeric
@attribute feat15 numeric
@attribute feat16 numeric
@attribute feat17 numeric
@attribute feat18 numeric
@attribute feat19 numeric
@attribute class {real,pseudo}

@data
0.009901,-0.010362,-6.4867,3.9526,-127.833333,26.7,0.185185,15.151515,11,-0.025434,0.995309,0.405489,2.206407,5.374237,3.82658,0.238118,0.363662,0.003236,0.521456,3.553538,real
0.009901,-0.010034,-5.4519,1.5869,-85.7,33.266667,0.144928,9.52381,7,-0.032974,0.995273,0.302861,2.507259,2.542853,1.714642,0.401746,0.381085,0.011761,0.576399,3.027206,real
0.009901,-0.010414,-4.9498,1.417,-102.833333,29.333333,0.207792,14.814815,9,-0.0297,0.947403,0.332159,1.785321,3.170691,5.547926,0.28715,0.644541,0.015975,0.288673,6.383167,real
0.009901,-0.01102,-8.3165,2.6595,-124.8,40.55,0.141414,21.052632,19,-0.028707,0.989333,0.379706,1.983823,4.257028,3.036385,0.248161,0.568614,0.00206,0.54382,7.224307,real
0.009901,-0.007053,-3.2209,1.7144,-42.716667,12.5,0.130435,15,6.666667,-0.020276,0.850721,0.295881,1.161675,2.794746,1.942289,0.313982,0.334062,0.010812,0.402854,4.188093,real
0.009901,-0.011796,-8.9455,3.2514,-155,44.9,0.191011,11.764706,17,-0.030875,0.94764,0.361999,2.308931,4.015426,3.526931,0.254063,0.547186,0.003263,0.599638,6.974671,real
0.009901,-0.007981,-2.9811,2.3136,-83.766667,29.3,0.130952,6.451613,10.333333,-0.021627,0.946463,0.349245,1.337066,3.612456,2.672516,0.284341,0.398725,0.027955,0.325475,4.989827,real
0.009901,-0.00998,-7.4996,2.6681,-88.8,25.8,0.11236,24.242424,11,-0.026915,0.984494,0.365051,1.839638,3.809963,6.208422,0.239301,0.620891,0.030283,0.627478,2.669124,real
0.009901,-0.00875,-3.4692,1.7978,-168.733333,30.3,0.067416,14.705882,11.333333,-0.022904,0.903218,0.345029,1.18878,3.827197,2.34414,0.251816,0.257178,0.000121,0.482553,0.130759,real
0.009901,-0.009152,-5.5416,2.3824,-77.333333,32.766667,0.1625,13.793103,9.666667,-0.025246,0.973125,0.352758,1.946766,3.538636,3.998508,0.238606,0.5756,0.000754,0.635164,5.089369,real
0.009901,-0.010038,-7.333,4.6408,-132.433333,31.366667,0.129412,8.823529,11.333333,-0.025096,0.980482,0.392193,1.591769,4.90241,4.248741,0.215243,0.694241,0.024688,0.80876,4.993965,real
0.009901,-0.010515,-5.8918,2.4836,-130.15,39.25,0.160494,22.580645,15.5,-0.027476,0.973165,0.37243,2.171853,4.148187,2.494673,0.274577,0.466489,0.000296,0.416582,4.729472,real
0.009901,-0.009978,-8.1442,2.533,-133.65,20.775,0.148515,16.666667,9,-0.027992,0.9241,0.329349,1.915585,3.217618,3.345849,0.300568,0.537148,0.002853,0.604068,2.698312,real
0.009901,-0.009217,-8.2569,2.3784,-94.966667,26.666667,0.142857,17.241379,9.333333,-0.027647,0.987381,0.329094,2.033371,2.961551,4.412087,0.31283,0.600852,0.011225,0.567469,4.081164,real
0.009901,-0.010632,-7.7418,2.8173,-110.7,29.766667,0.139241,13.333333,10,-0.027997,0.993165,0.377105,2.204123,4.127866,3.05718,0.213356,0.483853,0.01136,0.682982,4.276911,real
0.009901,-0.009675,-7.1549,3.4735,-127.2,19,0.159091,6.451613,7.75,-0.027465,0.995663,0.350772,2.021997,3.370557,1.980039,0.300465,0.330624,0.011128,0.484208,2.90228,real
0.009901,-0.009781,-6.8043,1.6636,-56.625,19,0.181818,7.692308,6.5,-0.028966,0.974058,0.328939,2.234078,3.000795,3.078176,0.336179,0.345656,0.000514,0.516022,3.908481,real
0.009901,-0.008231,-4.2818,1.8063,-65.075,17.7,0.107527,0,8,-0.023923,0.883258,0.303929,1.283063,2.832772,1.874384,0.315401,0.318768,0.06278,0.523583,5.674232,real
0.009901,-0.012197,-5.1634,2.1948,-124.666667,26.933333,0.244186,13.333333,10,-0.034967,0.972778,0.339305,2.218267,3.216858,3.499629,0.340183,0.532094,0.0002,0.481388,8.041798,real
0.009901,-0.015074,-10.1508,2.9074,-123.25,42.9,0.238095,3.125,16,-0.039566,0.997037,0.379871,3.079875,4.189231,7.227996,0.201311,0.776806,0.000625,0.663869,5.798968,real
0.009901,-0.008465,-3.1922,1.4059,-66.55,20,0.0375,13.793103,7.25,-0.023353,0.807692,0.292788,1.045006,2.937063,1.304625,0.301086,0.250412,0.018748,0.651596,0.097661,real
0.009901,-0.007679,-3.2927,0.6772,-148.25,46.85,0.123596,10.344828,14.5,-0.023568,0.970506,0.316191,1.371692,2.785609,2.785833,0.347196,0.519362,0.01217,0.462589,3.011486,real
0.019802,-0.007552,-3.0262,2.6416,-80.85,20.95,0.125,9.090909,8.25,-0.020137,0.781818,0.293182,1.049992,3.127273,1.953535,0.2749,0.459372,0.013328,0.440719,3.663688,real
0.049505,-0.007447,-2.7156,-0.085,-67.166667,30.433333,0.068966,23.076923,8.666667,-0.02492,0.853117,0.254997,1.118995,2.121126,2.218175,0.372486,0.416314,0.01151,0.458996,0.138176,real
0.009901,-0.010042,-4.9354,2.1967,-106.366667,26.8,0.230769,3.846154,8.666667,-0.030124,0.936316,0.312074,2.077181,2.808386,6.114516,0.321834,0.632124,0.001569,0.429991,9.62584,real
0.009901,-0.008693,-4.4433,3.2333,-121.633333,27.033333,0.172414,18.75,11,-0.022915,0.804235,0.305046,1.456172,3.331546,1.980992,0.317199,0.397962,0.023448,0.26441,3.530821,real
0.009901,-0.007521,-2.9177,-0.5324,-63.6,19.575,0.098901,7.692308,6.5,-0.026326,0.969863,0.27709,1.422389,2.262863,1.652034,0.405538,0.267283,0.011053,0.263778,1.265236,real
0.019802,-0.00864,-4.0606,2.8792,-132.25,43.5,0.088608,19.354839,15.5,-0.022018,0.92519,0.363045,1.306321,4.299209,6.19146,0.212504,0.491472,0.025562,0.508356,2.100527,real
0.009901,-0.009715,-4.1094,2.6701,-57.075,19.4,0.2,15.789474,9.5,-0.024286,0.927684,0.371074,1.296927,4.638421,2.763506,0.224975,0.48663,0.001706,0.530174,4.778648,real
0.009901,-0.009983,-5.6962,2.198,-64.533333,28.8,0.087912,17.142857,11.666667,-0.025954,0.946322,0.363955,1.42472,4.100181,4.430615,0.231522,0.538063,0.033039,0.664019,3.784623,real
0.009901,-0.011028,-7.7506,2.9921,-63,26.366667,0.178571,12.5,10.666667,-0.028949,0.997561,0.380071,2.620417,4.191433,4.721467,0.271749,0.57966,0.020282,0.570801,4.630872,real
0.009901,-0.008027,-4.6333,1.5999,-51.8,18.125,0.15625,18.75,8,-0.024081,0.904731,0.301547,1.571146,2.713651,2.184803,0.317952,0.320577,0.042474,0.389378,6.360733,real
0.009901,-0.007943,-5.1916,2.0939,-78.22,16.34,0.146341,7.407407,5.4,-0.02412,0.970127,0.319463,1.849532,2.841613,2.069281,0.349156,0.313176,0.003929,0.746346,5.745282,real
0.019802,-0.007845,-3.3526,2.5771,-48.5,19.725,0.125,11.428571,8.75,-0.021515,0.922447,0.336324,1.295137,3.406377,2.587051,0.299631,0.40262,0.007486,0.530064,3.955094,real
0.009901,-0.008,-4.4047,2.2765,-34.525,22.925,0.150538,12.5,8,-0.023247,0.936044,0.322093,1.747253,3.002065,2.485829,0.351927,0.23883,0.018692,0.471599,3.910778,real
0.009901,-0.010515,-6.335,2.706,-62.5,34.8,0.1625,16.666667,15,-0.028036,0.982821,0.368558,1.987955,3.931282,4.210831,0.243763,0.671075,0.031422,0.511792,3.251137,real
0.009901,-0.007886,-6.2712,2.9945,-72.7,20,0.147727,9.677419,7.75,-0.022387,0.935057,0.329421,1.854131,3.165394,2.065225,0.308802,0.259801,0.021875,0.622096,1.695379,real
0.09901,-0.007444,-3.1989,1.9219,-55.3,20.35,0.226667,14.814815,6.75,-0.020679,0.676944,0.2437,0.957629,2.417659,1.650211,0.357037,0.44645,0.049472,0.302562,7.703377,real
0.009901,-0.007468,-2.9727,1.3395,-46.08,15.74,0.122222,10,6,-0.022405,0.904333,0.301414,1.233853,2.712458,2.7313,0.272541,0.448884,0.003904,0.483062,2.85976,real
0.009901,-0.010968,-6.2209,3.0667,-140.833333,28.033333,0.216867,9.090909,11,-0.02759,0.927683,0.368847,2.011935,4.529702,7.11157,0.230478,0.680456,0.008583,0.326479,8.673874,real
0.009901,-0.010023,-7.5454,3.3047,-73.833333,29.033333,0.16092,9.090909,11,-0.026424,0.979767,0.371626,2.226507,4.058689,5.105428,0.254534,0.595071,0.001488,0.570175,4.857721,real
0.019802,-0.007719,-2.8036,1.8315,-104.95,43.75,0.140845,40,12.5,-0.021926,0.875821,0.308377,1.379747,2.960855,1.930865,0.342386,0.375594,0.080271,0.469596,7.734157,real
0.009901,-0.011031,-5.9243,4.6219,-88.333333,27.666667,0.234568,12.121212,11,-0.027075,0.951646,0.3877,2.25393,5.138475,4.031952,0.236264,0.614622,0.0077,0.641126,3.955783,real
0.009901,-0.006617,-2.5988,2.519,-202.85,23,0.160494,24.137931,7.25,-0.018482,0.87013,0.311506,1.365126,3.063838,2.874562,0.33693,0.337621,0.027639,0.220723,4.07562,real
0.009901,-0.009192,-4.2991,2.5778,-191.25,41.85,0.173913,19.230769,13,-0.024397,0.993043,0.374179,1.884019,4.030209,3.611277,0.289206,0.399133,0.000439,0.494035,4.92031,real
0.009901,-0.012125,-6.9487,2.9322,-81.6,27.266667,0.191176,19.230769,8.666667,-0.031715,0.994853,0.380432,2.80471,4.229817,2.85023,0.262718,0.587702,0.001032,0.577043,1.140791,real
0.009901,-0.008799,-4.5933,1.5809,-119.35,42,0.188406,13.636364,11,-0.027601,0.990172,0.315667,2.283241,2.732264,3.368667,0.319598,0.463174,0.006792,0.498139,5.447189,real
0.009901,-0.010407,-6.8075,3.5032,-38.833333,27.966667,0.208333,10.714286,9.333333,-0.026762,0.958472,0.37275,2.248635,4.313556,3.026101,0.222034,0.561217,0.00599,0.649682,4.207022,real
0.009901,-0.009073,-6.5245,2.8284,-113.133333,27.133333,0.176471,20.833333,8,-0.025707,0.956667,0.337608,2.549145,3.251756,3.685384,0.31248,0.452282,0.003493,0.6002,3.997447,real
0.079208,-0.005704,-2.5944,1.3229,-84.233333,23.7,0.166667,5.882353,5.666667,-0.020131,0.934237,0.264669,1.629855,2.155601,1.960484,0.374918,0.278054,0.018024,0.326258,3.116245,real
0.019802,-0.007597,-2.6754,1.6984,-269.3,41.4,0.147368,12.121212,16.5,-0.021868,0.906548,0.314935,1.213635,2.97034,2.773971,0.298492,0.446197,0.032372,0.388043,4.737307,real
0.009901,-0.010172,-8.2453,2.1117,-25.588889,8.788889,0.152632,13.043478,7.666667,-0.028008,0.989667,0.359447,1.528186,3.617203,3.824932,0.286475,0.455548,0.004547,0.459418,9.336588,real
0.009901,-0.011633,-7.5105,3.6016,-126.366667,31.433333,0.179245,11.904762,14,-0.02908,0.996887,0.398755,2.193867,4.984434,4.330769,0.210784,0.568352,0.019056,0.601792,1.966456,real
0.009901,-0.008668,-5.9686,2.5491,-58.14,15.98,0.148148,10.810811,7.4,-0.025298,0.909612,0.311633,1.529801,2.889491,2.952431,0.3151,0.504748,0.011573,0.485383,4.029021,real
0.009901,-0.014852,-13.0754,4.3317,-134.6,42.05,0.237705,10,24.5,-0.036981,0.986422,0.396147,2.712198,5.012307,5.538523,0.196741,0.70998,0.001672,0.653379,10.254945,real
0.009901,-0.010264,-6.7971,2.9614,-42.8,16.32,0.167939,8.695652,9.2,-0.029229,0.989262,0.34733,1.804191,3.321902,2.511424,0.282711,0.458973,0.001671,0.589467,4.931962,real
0.009901,-0.0095,-7.0045,3.2879,-73.433333,32.2,0.175824,9.090909,11,-0.026195,0.854024,0.309669,1.89094,3.107803,2.000994,0.289071,0.435595,0.010646,0.539363,3.458969,real
0.009901,-0.006256,-1.5012,1.7026,-40.06,15.68,0.1,12,5,-0.017516,0.577429,0.2062,0.711143,2.020394,1.89918,0.284758,0.436422,0.00243,0.542766,2.730815,real
0.009901,-0.008267,-3.2575,1.3886,-79.425,21,0.1125,14.285714,7,-0.023619,0.970506,0.339677,1.404998,3.235021,1.977131,0.351145,0.303688,0.015407,0.416395,4.020798,real
0.009901,-0.011773,-7.892,3.4467,-224.2,28.166667,0.151163,11.764706,11.333333,-0.02978,0.964321,0.381196,1.850188,4.605162,2.918356,0.232029,0.518721,0.00031,0.63796,4.355744,real
0.009901,-0.008022,-3.7664,2.5378,-54.9,17.625,0.183673,8.823529,8.5,-0.023125,0.92087,0.31945,1.577149,3.007412,2.947301,0.291861,0.431618,0.042511,0.621185,3.945624,real
0.009901,-0.009092,-6.0969,3.896,-58.1,27.666667,0.189189,13.333333,10,-0.022427,0.932877,0.378188,2.050579,4.930638,3.471673,0.223653,0.460014,0.027701,0.602942,4.817641,real
0.009901,-0.00856,-4.9404,2.8431,-78.325,21.525,0.138298,11.764706,8.5,-0.023667,0.937363,0.339044,1.554217,3.388874,2.583569,0.260038,0.462968,0.041856,0.58101,4.037946,real
0.009901,-0.012547,-9.7878,4.1866,-438.933333,30.066667,0.204545,12.121212,11,-0.033455,0.971149,0.364181,2.65107,3.884598,3.559527,0.249578,0.572456,0.026502,0.602086,7.135424,real
0.019802,-0.007215,-2.3908,0.6144,-48.133333,13.883333,0.119266,13.888889,6,-0.021849,0.759245,0.250779,0.946296,2.237022,1.657372,0.36052,0.294316,0.013705,0.211058,3.165869,real
0.009901,-0.009652,-8.4386,2.7045,-46.175,18.975,0.123596,18.75,8,-0.026845,0.950353,0.341747,1.936077,3.384448,2.316109,0.287909,0.459921,0.00584,0.501808,3.348335,real
0.019802,-0.007145,-2.8648,2.4421,-58.775,18.225,0.153846,15.151515,8.25,-0.019704,0.875185,0.317342,1.195953,3.184808,3.110409,0.291318,0.344865,0.016,0.450652,2.074192,real
0.009901,-0.009696,-7.5833,3.2673,-80.6,27.3,0.1625,12.5,10.666667,-0.024236,0.97225,0.3889,2.096609,4.86125,5.168189,0.229927,0.511328,0.0121,0.590555,5.702408,real
0.009901,-0.008999,-8.0152,2.2792,-74.7,16.325,0.125,14.285714,8.75,-0.024684,0.985618,0.359356,1.779871,3.639653,2.666831,0.277452,0.502895,0.025528,0.389201,4.696663,real
0.089109,-0.011192,-1.9911,1.0377,-40.14,15.38,0.215909,14.705882,6.8,-0.028969,0.914545,0.35338,1.090915,4.025288,2.322236,0.259942,0.371316,0.009544,0.644597,13.749463,real
0.009901,-0.00917,-6.9203,4.0249,-191.6,28.566667,0.192771,15.151515,11,-0.023065,0.973827,0.387194,1.818006,4.755015,4.086165,0.264544,0.579924,0.001539,0.223787,4.96617,real
0.009901,-0.00886,-6.2652,2.4713,-61.9,23.433333,0.1875,20.689655,9.666667,-0.024444,0.97589,0.35376,1.892487,3.548692,3.854684,0.274399,0.542155,0.006934,0.602664,5.108613,real
0.009901,-0.010937,-5.9496,2.5881,-57,20.55,0.166667,10.344828,7.25,-0.031677,0.979873,0.338252,2.256795,3.164966,2.235347,0.295081,0.427944,0.001017,0.644994,4.347348,real
0.009901,-0.008326,-3.1775,1.2161,-38.42,16.86,0.070588,13.333333,6,-0.023592,0.742976,0.262196,0.960204,2.525412,1.274767,0.317892,0.200031,0.015931,0.510348,3.336439,real
0.009901,-0.008154,-2.5315,1.6697,-98.533333,23.066667,0.098765,13.793103,9.666667,-0.022774,0.9856,0.352845,1.338089,3.470423,1.964916,0.290622,0.32501,0.002393,0.326637,2.495428,real
0.009901,-0.011162,-7.5785,3.3234,-146.4,25.5,0.156627,20.588235,11.333333,-0.027249,0.98275,0.402534,1.912058,5.435564,3.896817,0.215347,0.483199,0.000663,0.636297,0.97982,real
0.009901,-0.007575,-3.9751,3.53,-68.2,21.3,0.183673,11.428571,8.75,-0.021208,0.893511,0.319073,1.406777,3.126349,2.003526,0.310645,0.361539,0.008832,0.501716,7.2289,real
0.009901,-0.010218,-6.5008,2.2854,-57.666667,25.633333,0.129412,13.333333,10,-0.028952,0.966145,0.340952,2.021466,3.283972,2.562874,0.252818,0.480182,0.025899,0.696799,2.222354,real
0.009901,-0.008838,-5.9422,2.9625,-90.666667,26.8,0.173469,16.216216,12.333333,-0.023405,0.923333,0.348651,1.62788,3.771786,2.470484,0.294971,0.415874,0.018312,0.566468,4.919756,real
0.009901,-0.010287,-6.7284,3.1305,-67.225,18.725,0.182796,14.705882,8.5,-0.028138,0.999101,0.365271,2.125124,3.716894,4.31538,0.287298,0.420913,0.01275,0.600639,2.413763,real
0.009901,-0.008458,-5.0167,3.3315,-64.94,17.44,0.189474,25,7.2,-0.022319,0.942903,0.357266,1.702241,3.893077,2.832358,0.277996,0.310736,0.055159,0.668589,8.163707,real
0.009901,-0.00853,-3.9206,2.3039,-55.76,16.42,0.163265,16.216216,7.4,-0.022595,0.986875,0.372644,1.480027,4.031352,2.92229,0.264526,0.453815,0.01466,0.493645,0.702718,real
0.009901,-0.007173,-4.8853,0.6384,-59.575,20.25,0.10989,3.703704,6.75,-0.024178,0.87977,0.261028,1.448503,2.163724,1.905931,0.378879,0.356734,0.053288,0.40991,5.319943,real
0.009901,-0.008731,-5.9802,2.3656,-50.46,15.12,0.14433,8.823529,6.8,-0.024906,0.868495,0.304407,1.520325,2.904664,1.956214,0.320839,0.385909,0.019802,0.392602,1.931444,real
0.009901,-0.009245,-5.3292,1.5403,-44.35,15.05,0.111111,10,5,-0.027737,0.971744,0.323882,1.629372,2.91465,1.972064,0.315782,0.271139,0.008845,0.545109,3.070967,real
0.009901,-0.007786,-3.3805,3.0683,-40.075,21,0.130435,22.857143,8.75,-0.020468,0.893146,0.339753,1.338115,3.733888,2.910048,0.275364,0.485214,0.027359,0.502315,1.606872,real
0.009901,-0.009795,-6.1139,2.3776,-126.033333,27.333333,0.155556,15.151515,11,-0.026715,0.986744,0.361839,1.872767,3.701216,3.494644,0.306353,0.430077,0.00114,0.562305,4.09963,real
0.009901,-0.009795,-6.5517,1.1412,-71.25,27.75,0.138298,7.142857,7,-0.032882,0.946437,0.281944,1.984698,2.341506,1.91419,0.355184,0.232652,0.021143,0.568844,5.01943,real
0.009901,-0.00751,-3.8768,2.096,-44.25,22.975,0.09375,27.272727,8.25,-0.021848,0.827368,0.284449,1.256644,2.648426,1.552767,0.32673,0.2196,0.005628,0.54507,3.858474,real
0.009901,-0.009895,-6.0983,2.4912,-176.3,41.55,0.16092,12.5,16,-0.0269,0.972771,0.357785,1.932084,3.679164,2.556836,0.261724,0.519252,0.000339,0.632467,6.894495,real
0.009901,-0.009464,-4.7796,3.056,-36.716667,13.666667,0.197802,3.333333,5,-0.028708,0.944667,0.311457,1.856488,2.773537,4.953731,0.366232,0.41647,0.005904,0.465341,7.069722,real
0.009901,-0.008999,-4.5844,2.4835,-70.2,21.35,0.153846,20,8.75,-0.023398,0.904945,0.348042,1.414222,3.920906,2.073413,0.28264,0.381635,0.010721,0.540232,5.101076,real
0.009901,-0.009665,-5.8723,1.5605,-51.86,15.98,0.202247,10,6,-0.028676,0.857191,0.288959,1.627507,2.631034,5.317562,0.316103,0.535859,0.064112,0.462197,3.870942,real
0.009901,-0.009383,-8.7077,2.6944,-80.333333,32.3,0.11236,25,10.666667,-0.026096,0.974048,0.350268,1.811686,3.468831,3.302349,0.283666,0.577065,0.05823,0.758101,2.988868,real
0.009901,-0.008728,-5.416,2.7151,-94.633333,27.633333,0.204545,12.121212,11.333333,-0.022588,0.985233,0.380694,1.89367,4.336411,4.147143,0.238637,0.375399,0.029685,0.4977,6.67771,real
0.009901,-0.010896,-8.9806,2.6753,-85.133333,28.266667,0.204819,10.344828,9.666667,-0.031186,0.988434,0.345359,2.924579,3.281653,3.030314,0.283014,0.474966,0.033991,0.504235,5.966726,real
0.009901,-0.007149,-2.8659,0.7305,-109.75,42.75,0.131148,0,8,-0.027254,0.977551,0.256412,1.689704,2.056271,1.829705,0.447407,0.172242,0.038884,0.414077,2.338161,real
0.009901,-0.009035,-3.9246,1.7042,-77.8,30.433333,0.175676,8,8.333333,-0.026747,0.973784,0.328944,2.065612,3.0018,2.70606,0.294599,0.345223,0.013967,0.577726,5.113353,real
0.009901,-0.007748,-3.718,1.4726,-76.266667,32.6,0.169231,0,6.666667,-0.025186,0.938571,0.288798,1.765031,2.440383,2.048232,0.373485,0.375212,0.003197,0.265608,2.234394,real
0.009901,-0.012624,-9.4939,3.6395,-23.67,6.18,0.261538,7.446809,9.4,-0.034916,0.987568,0.357006,2.091601,3.565226,3.196798,0.254783,0.50433,0.037033,0.425629,24.616733,real
0.009901,-0.00951,-7.4916,2.5627,-26.942857,11.014286,0.163265,18.055556,10.285714,-0.025891,0.985026,0.3618,1.542284,3.711476,2.742811,0.277738,0.34331,0.001697,0.483588,10.907271,real
0.108911,-0.006135,-1.3643,0.9198,-25.66,6.81,0.136585,19.354839,6.6,-0.019053,0.378079,0.121741,0.422468,1.062019,0.752232,0.368388,0.286666,0.024709,0.418891,9.38365,real
0.009901,-0.010163,-7.7831,3.5443,-49.083333,15.683333,0.195122,2.173913,7.666667,-0.027174,0.912397,0.341236,1.660628,3.620622,2.83471,0.266111,0.559177,0.007052,0.578854,10.945158,real
0.009901,-0.01074,-6.2991,3.4007,-71.975,18.6,0.175258,12.820513,9.75,-0.026712,0.976771,0.39276,1.82605,4.988615,3.152623,0.233664,0.559354,0.012753,0.523677,5.064289,real
0.009901,-0.009373,-4.5587,1.8086,-43.02,14.4,0.162162,18.918919,7.4,-0.028122,0.976087,0.32533,1.799283,2.927675,2.606151,0.312419,0.503908,0.017124,0.610199,9.688532,real
0.009901,-0.009958,-5.5618,3.2847,-64.975,16.025,0.173077,5.405405,9.25,-0.02799,0.990667,0.352479,1.835578,3.435044,2.768772,0.300259,0.456915,0.033501,0.693548,8.878756,real
0.009901,-0.013878,-11.7822,5.1184,-85.025,19.275,0.270073,10.714286,13.75,-0.034573,0.895294,0.359461,2.558855,4.54464,4.33246,0.1989,0.577559,0.022492,0.58427,11.785072,real
0.009901,-0.009846,-5.4148,3.3919,-106.366667,22.5,0.175824,28.947368,12.666667,-0.023577,0.946705,0.395344,1.537953,5.744566,3.603528,0.224764,0.570619,0.001999,0.615922,5.184095,real
0.009901,-0.011029,-6.8304,3.2738,-85.566667,27.466667,0.183908,25,12,-0.026652,0.955422,0.395353,1.921333,5.541889,3.160958,0.249531,0.475096,0.00013,0.502736,5.4895,real
0.009901,-0.008092,-6.2436,2.4748,-197.8,39.45,0.117647,14.285714,17.5,-0.02358,0.997978,0.342406,1.74892,3.180298,2.399861,0.354263,0.398876,0.019032,0.436939,4.001128,real
0.009901,-0.011799,-6.3361,2.9486,-79.666667,26.666667,0.2,0,10.333333,-0.032352,0.985412,0.35938,2.096513,3.641581,2.742466,0.276188,0.4627,0.001994,0.535839,5.386605,real
0.009901,-0.009001,-6.0602,2.9886,-63.075,21,0.153846,7.407407,6.75,-0.026002,0.906316,0.313767,1.861331,2.94641,1.9112,0.29631,0.381214,0.00071,0.538983,6.498667,real
0.009901,-0.010327,-6.8287,2.9722,-54.94,15.7,0.166667,8.333333,7,-0.028325,0.979583,0.357156,1.789501,3.617368,3.364208,0.273896,0.489403,0.004501,0.5256,2.86676,real
0.009901,-0.009906,-6.926,2.7073,-106,41.25,0.190476,16.129032,15.5,-0.026839,0.960494,0.354422,1.897257,3.666007,6.369534,0.247751,0.704795,0.00492,0.709669,4.359179,real
0.009901,-0.010632,-6.0645,3.0015,-64.45,23.075,0.172414,18.181818,8.25,-0.028028,0.973,0.369059,1.945226,4.030655,2.879431,0.256722,0.418749,0.000363,0.604814,8.50619,real
0.009901,-0.00818,-5.34,1.799,-92.775,23.2,0.162162,7.692308,6.5,-0.023281,0.984865,0.346082,1.772779,3.313812,2.667579,0.275094,0.447103,0.006105,0.628045,6.293134,real
0.108911,-0.006596,-1.9662,1.2344,-150.533333,28.7,0.066667,8,8.333333,-0.019789,0.74726,0.249062,0.903624,2.241333,1.366146,0.351759,0.276157,0.021609,0.276137,1.757277,real
0.029703,-0.007757,-1.7483,-0.1711,-123,22.25,0.081633,18.75,8,-0.023757,0.84,0.27426,0.960366,2.420749,5.625427,0.353488,0.647954,0.008032,0.40024,4.220503,real
0.009901,-0.010172,-6.8806,3.4711,-111.2,32.6,0.157143,24.137931,9.666667,-0.024552,0.99,0.410157,2.179053,5.775963,4.692633,0.22938,0.61483,0.012522,0.502195,3.461704,real
0.009901,-0.009485,-6.611,2.8561,-53.65,20.45,0.227723,8.571429,8.75,-0.02737,0.974444,0.337645,2.165038,3.174086,2.406505,0.331401,0.397505,0.042899,0.576028,8.681801,real
0.009901,-0.00811,-5.1748,3.1985,-42.5,19.65,0.177083,11.111111,9,-0.021627,0.889149,0.333431,1.440696,3.556596,2.986457,0.255698,0.519301,0.003318,0.520152,3.935571,real
0.019802,-0.009817,-5.923,1.4672,-89.133333,28.533333,0.177778,6.896552,9.666667,-0.030467,0.989012,0.31866,1.96645,2.78125,3.270078,0.279603,0.537814,0.024357,0.568067,7.387449,real
0.009901,-0.007046,-3.3343,1.6825,-52.4,21,0.137931,10.344828,7.25,-0.021141,0.961605,0.320503,1.506686,2.884238,2.374415,0.350405,0.446292,0.04003,0.390467,6.145092,real
0.009901,-0.008535,-5.5673,2.2141,-76.8,22.766667,0.164835,12.5,10.666667,-0.024272,0.921379,0.323957,1.513618,3.104378,3.170752,0.280027,0.431796,0.057219,0.569629,4.990163,real
0.009901,-0.009296,-4.7888,2.3229,-27.825,20.125,0.054348,19.444444,9,-0.023757,0.967,0.378387,1.280068,4.448022,3.764609,0.217884,0.650119,0.003553,0.674511,0.022855,real
0.009901,-0.009887,-4.8532,2.144,-53.9,20.45,0.205128,14.285714,7,-0.027544,0.783836,0.281397,1.607685,2.779559,2.44016,0.284517,0.457725,0.024026,0.319563,5.010603,real
0.009901,-0.0092,-3.5239,1.5303,-78.025,19.525,0.216867,17.241379,7.25,-0.026331,0.872532,0.304863,1.612749,2.896851,3.802941,0.257705,0.551864,0.017611,0.591596,8.526436,real
0.009901,-0.007176,-4.076,3.5772,-52.98,18.02,0.2,8.823529,6.8,-0.018995,0.890909,0.336585,1.418453,3.645291,3.81513,0.296951,0.481688,0.012745,0.435344,3.909296,real
0.009901,-0.013564,-8.089,3.66,-102.933333,29.633333,0.205479,13.333333,10,-0.033009,0.994242,0.408634,2.859671,5.585632,3.751179,0.230035,0.648271,0.016431,0.526054,8.567449,real
0.009901,-0.00839,-5.1857,1.9935,-49.325,20.15,0.136364,16.666667,7.5,-0.024612,0.938519,0.319941,1.650876,2.949461,1.869805,0.320053,0.449393,0.014504,0.672732,1.337598,real
0.009901,-0.009264,-5.731,1.0726,-124.966667,30.766667,0.136364,17.241379,9.666667,-0.02811,0.856047,0.282067,1.587983,2.5104,2.780898,0.299882,0.522757,0.01353,0.486507,2.876574,real
0.009901,-0.0082,-4.6169,2.5177,-37.2,16.425,0.137931,3.225806,7.75,-0.023015,0.957558,0.341178,1.610491,3.331796,2.963127,0.315944,0.401661,0.00715,0.557181,1.947926,real
0.009901,-0.012572,-6.1719,2.0939,-144.6,26,0.155844,14.814815,9,-0.035855,0.978667,0.343121,2.327317,3.275324,2.507556,0.300557,0.276431,0.000302,0.795524,2.946514,real
0.009901,-0.008728,-4.5516,2.7137,-29.76,13.14,0.193182,12.5,6.4,-0.024004,0.968977,0.35232,1.752013,3.551969,3.149435,0.267491,0.495988,0.004164,0.51317,4.339951,real
