@relation dataset

@attribute G+C numeric
@attribute MFEI1 numeric
@attribute MFEI2 numeric
@attribute dG numeric
@attribute dQ numeric
@attribute dF numeric
@attribute ZD numeric
@attribute EAFE numeric
@attribute Diff numeric
@attribute dS numeric
@attribute dS/L numeric
@attribute Avg_Bp_Stem numeric
@attribute |A-U|/L numeric
@attribute |G-C|/L numeric
@attribute |G-U|/L numeric
@attribute (A-U)/stems numeric
@attribute (G-C)/stems numeric
@attribute (G-U)/stems numeric
@attribute MFEI3 numeric
@attribute MFEI4 numeric
@attribute Diversity numeric
@attribute tri1 numeric
@attribute tri2 numeric
@attribute tri3 numeric
@attribute tri4 numeric
@attribute loops numeric
@attribute dustmasker numeric
@attribute translation numeric
@attribute CLASS {0,1}

@data
39.08,-0.0077047082906857725,-0.06022988505747127,-0.3011,0.0499,0.267949,0.0317,-0.31287356321839077,0.011724137931034478,-626.5,-7.2011494252873565,6.2,0.1839080459770115,0.11494252873563218,0.05747126436781609,10.32258064516129,6.451612903225806,3.225806451612903,-0.050191570881226055,-0.8451612903225806,1.775,0.0697674418605,0.116279069767,0.104651162791,0.0813953488372,0.0,0.0,0.333333333333,0
48.81,-0.00651300962917435,-0.07946428571428571,-0.3179,0.3122,0.381966,0.0350,-0.3333333333333333,0.015476190476190485,-756.4,-9.004761904761905,7.25,0.14285714285714285,0.15476190476190477,0.047619047619047616,10.344827586206897,11.206896551724139,3.4482758620689653,-0.06357142857142857,-0.9206896551724137,9.55,0.0481927710843,0.0963855421687,0.10843373494,0.0843373493976,0.0121951219512,0.0,0.333333333333,0
60.29,-0.006536739094377177,-0.09852941176470588,-0.3941,0.1340,0.381966,0.0316,-0.40544117647058825,0.0113235294117647,-593.3,-8.725,5.0,0.058823529411764705,0.20588235294117646,0.029411764705882353,5.0,17.5,2.5,-0.07882352941176471,-1.34,3.855,0.0298507462687,0.044776119403,0.089552238806,0.10447761194,0.0,0.0,0.338235294118,0
49.35,-0.008052684903748733,-0.09935064935064936,-0.3974,0.0675,0.381966,0.0521,-0.412987012987013,0.015584415584415576,-640.3,-8.315584415584414,7.0,0.14285714285714285,0.16883116883116883,0.05194805194805195,9.821428571428571,11.607142857142858,3.5714285714285716,-0.07948051948051948,-1.092857142857143,2.28,0.0789473684211,0.144736842105,0.144736842105,0.131578947368,0.0,0.0,0.337662337662,0
41.49,-0.007257170402506627,-0.05017730496453901,-0.3011,0.1654,0.198062,0.0343,-0.31531914893617025,0.014255319148936168,-775.4,-8.248936170212765,5.166666666666667,0.14893617021276595,0.14893617021276595,0.031914893617021274,7.526881720430108,7.526881720430108,1.6129032258064517,-0.04300911854103344,-0.9129032258064517,5.49,0.10752688172,0.0860215053763,0.10752688172,0.129032258065,0.0326086956522,0.0,0.340425531915,0
56.96,-0.004399578651685393,-0.06265822784810127,-0.2506,0.0894,0.381966,0.0316,-0.2625316455696202,0.01189873417721516,-612.3,-7.750632911392405,6.0,0.11392405063291139,0.17721518987341772,0.012658227848101266,9.375,14.583333333333334,1.0416666666666667,-0.05012658227848101,-0.8250000000000001,2.46,0.0512820512821,0.0512820512821,0.0641025641026,0.0897435897436,0.0,0.0,0.329113924051,0
43.59,-0.005682495985317733,-0.06185897435897436,-0.2477,0.1836,0.381966,0.0316,-0.2744871794871795,0.026794871794871795,-580.0,-7.435897435897436,5.5,0.08974358974358974,0.1282051282051282,0.0641025641025641,7.954545454545454,11.363636363636363,5.681818181818182,-0.04948717948717949,-0.8781818181818182,4.58,0.038961038961,0.103896103896,0.0909090909091,0.038961038961,0.0,0.0,0.333333333333,0
41.76,-0.005526819923371648,-0.057692307692307696,-0.2308,0.2203,0.381966,0.0318,-0.25043956043956045,0.01967032967032966,-675.5,-7.423076923076923,7.75,0.16483516483516483,0.10989010989010989,0.06593406593406594,12.096774193548388,8.064516129032258,4.838709677419355,-0.046153846153846156,-0.6774193548387096,7.28,0.0888888888889,0.166666666667,0.0888888888889,0.0555555555556,0.0113636363636,0.0,0.340659340659,0
46.32,-0.006696891191709844,-0.07763157894736843,-0.3102,0.0837,0.381966,0.0316,-0.3276842105263158,0.01747368421052632,-703.2,-7.402105263157895,6.75,0.10526315789473684,0.10526315789473684,0.07368421052631578,9.25925925925926,9.25925925925926,6.481481481481482,-0.06210526315789474,-1.0914814814814815,2.765,0.0744680851064,0.106382978723,0.0957446808511,0.063829787234,0.0,0.0,0.231578947368,0
46.91,-0.004657855467917289,-0.054629629629629625,-0.2185,0.3332,0.381966,0.0424,-0.24901234567901237,0.030493827160493855,-529.1,-6.532098765432099,6.5,0.14814814814814814,0.16049382716049382,0.012345679012345678,11.538461538461538,12.5,0.9615384615384616,-0.0437037037037037,-0.6807692307692308,9.585,0.075,0.0625,0.0875,0.075,0.0,0.0,0.333333333333,0
40.00,-0.00625,-0.0625,-0.2500,0.2679,0.381966,0.0316,-0.2704285714285714,0.020428571428571424,-462.4,-6.605714285714285,5.0,0.11428571428571428,0.14285714285714285,0.02857142857142857,10.0,12.5,2.5,-0.05,-0.875,6.17,0.0724637681159,0.101449275362,0.0579710144928,0.0289855072464,0.0,0.0,0.342857142857,0
40.26,-0.007451564828614009,-0.06000000000000001,-0.3000,0.1847,0.267949,0.0316,-0.3336363636363637,0.03363636363636364,-630.0,-8.181818181818182,5.4,0.18181818181818182,0.11688311688311688,0.05194805194805195,10.37037037037037,6.666666666666667,2.962962962962963,-0.05000000000000001,-0.8555555555555556,5.315,0.0921052631579,0.197368421053,0.118421052632,0.0921052631579,0.0,0.0,0.337662337662,0
47.42,-0.004521299029945171,-0.03573883161512028,-0.2144,0.1526,0.198062,0.0440,-0.2404123711340206,0.025979381443298966,-803.5,-8.283505154639176,5.166666666666667,0.16494845360824742,0.1134020618556701,0.041237113402061855,8.602150537634408,5.913978494623656,2.150537634408602,-0.030633284241531666,-0.6709677419354839,5.08,0.0625,0.0833333333333,0.114583333333,0.0729166666667,0.0,0.0,0.340206185567,0
49.44,-0.005750404530744337,-0.04737827715355805,-0.2843,0.1925,0.198062,0.0316,-0.30191011235955056,0.01764044943820225,-644.2,-7.238202247191012,5.0,0.1348314606741573,0.1797752808988764,0.02247191011235955,6.666666666666667,8.88888888888889,1.1111111111111112,-0.0406099518459069,-0.8433333333333334,5.67,0.0909090909091,0.102272727273,0.0909090909091,0.0909090909091,0.0,0.0,0.337078651685,0
40.58,-0.005929029078363727,-0.04811594202898551,-0.2406,0.0802,0.267949,0.0325,-0.2555072463768116,0.014927536231884022,-612.0,-8.869565217391305,4.4,0.14492753623188406,0.13043478260869565,0.043478260869565216,9.09090909090909,8.181818181818182,2.7272727272727275,-0.04009661835748792,-0.7545454545454546,2.49,0.102941176471,0.132352941176,0.0588235294118,0.0441176470588,0.0151515151515,0.0,0.333333333333,0
52.38,-0.006116838487972509,-0.06404761904761905,-0.3204,0.1777,0.267949,0.0317,-0.3441666666666667,0.023809523809523808,-720.9,-8.582142857142857,5.0,0.10714285714285714,0.16666666666666666,0.023809523809523808,7.2,11.2,1.6,-0.05337301587301587,-1.0764,4.71,0.0361445783133,0.0722891566265,0.132530120482,0.120481927711,0.0,0.0,0.333333333333,0
66.67,-0.007711114444277786,-0.17138047138047138,-0.5141,0.1187,0.585786,0.0398,-0.5295959595959596,0.015454545454545466,-920.5,-9.297979797979798,12.0,0.09090909090909091,0.24242424242424243,0.030303030303030304,8.333333333333334,22.222222222222225,2.777777777777778,-0.12853535353535353,-1.4138888888888888,5.135,0.0714285714286,0.0714285714286,0.173469387755,0.163265306122,0.0,0.0,0.333333333333,0
48.78,-0.006100861008610086,-0.07439024390243902,-0.2976,0.0864,0.381966,0.0317,-0.3080487804878049,0.010487804878048818,-683.2,-8.331707317073171,7.25,0.13414634146341464,0.15853658536585366,0.06097560975609756,9.482758620689655,11.206896551724139,4.310344827586207,-0.05951219512195122,-0.8413793103448275,2.935,0.0864197530864,0.0864197530864,0.111111111111,0.123456790123,0.0,0.0,0.341463414634,0
55.79,-0.007867001254705144,-0.0731578947368421,-0.4389,0.0999,0.198062,0.0316,-0.45547368421052636,0.016526315789473688,-827.3,-8.708421052631579,5.0,0.08421052631578947,0.17894736842105263,0.05263157894736842,4.444444444444445,9.444444444444445,2.777777777777778,-0.06270676691729324,-1.3900000000000001,4.035,0.063829787234,0.063829787234,0.0851063829787,0.0851063829787,0.0,0.0,0.336842105263,0
54.90,-0.007285974499089254,-0.13333333333333333,-0.4000,0.1790,0.585786,0.0321,-0.42215686274509806,0.02215686274509809,-493.3,-9.672549019607843,6.0,0.11764705882352941,0.1568627450980392,0.0784313725490196,11.111111111111112,14.814814814814815,7.407407407407407,-0.09999999999999999,-1.1333333333333333,3.5,0.06,0.1,0.18,0.12,0.0,0.0,0.333333333333,0
49.30,-0.005170385395537526,-0.06373239436619718,-0.2549,0.2031,0.381966,0.0318,-0.2750704225352113,0.02014084507042253,-664.2,-9.35492957746479,6.0,0.11267605633802817,0.09859154929577464,0.1267605633802817,8.333333333333334,7.291666666666667,9.375,-0.050985915492957744,-0.7541666666666668,4.965,0.0428571428571,0.114285714286,0.128571428571,0.0571428571429,0.0,0.0,0.338028169014,0
51.39,-0.005135240319128235,-0.05277777777777778,-0.2639,0.2660,0.267949,0.0316,-0.28652777777777777,0.022638888888888875,-673.2,-9.350000000000001,4.2,0.08333333333333333,0.18055555555555555,0.027777777777777776,5.714285714285714,12.380952380952381,1.9047619047619047,-0.04398148148148148,-0.9047619047619048,6.53,0.0422535211268,0.056338028169,0.0845070422535,0.056338028169,0.0,0.0,0.333333333333,0
40.00,-0.0051775,-0.03450980392156863,-0.2071,0.2272,0.198062,0.0318,-0.23211764705882354,0.02505882352941175,-561.7,-6.608235294117647,4.5,0.15294117647058825,0.09411764705882353,0.07058823529411765,8.024691358024691,4.938271604938271,3.7037037037037037,-0.029579831932773113,-0.6518518518518519,6.445,0.0595238095238,0.107142857143,0.107142857143,0.0595238095238,0.0,0.0,0.329411764706,0
45.88,-0.00502615518744551,-0.046117647058823534,-0.2306,0.4287,0.267949,0.0326,-0.2628235294117647,0.03223529411764704,-647.1,-7.6129411764705885,5.4,0.1411764705882353,0.1411764705882353,0.03529411764705882,8.88888888888889,8.88888888888889,2.2222222222222223,-0.03843137254901961,-0.725925925925926,12.855,0.0833333333333,0.107142857143,0.107142857143,0.0833333333333,0.0,0.0,0.341176470588,0
45.83,-0.005243290421121536,-0.060069444444444446,-0.2403,0.2844,0.381966,0.0316,-0.26611111111111113,0.025833333333333326,-559.7,-7.773611111111112,5.5,0.09722222222222222,0.1388888888888889,0.06944444444444445,7.954545454545454,11.363636363636363,5.681818181818182,-0.04805555555555556,-0.7863636363636364,7.25,0.0704225352113,0.0985915492958,0.0845070422535,0.056338028169,0.0,0.0,0.333333333333,0
48.35,-0.005180972078593588,-0.05010989010989011,-0.2505,0.3007,0.267949,0.0365,-0.28197802197802196,0.031428571428571424,-683.2,-7.5076923076923086,5.4,0.0989010989010989,0.16483516483516483,0.03296703296703297,6.666666666666667,11.11111111111111,2.2222222222222223,-0.041758241758241756,-0.8444444444444444,10.195,0.0444444444444,0.0555555555556,0.0888888888889,0.0777777777778,0.0,0.0,0.32967032967,0
36.89,-0.0055543507725670915,-0.04097087378640777,-0.2049,0.2663,0.267949,0.0606,-0.22330097087378642,0.01844660194174756,-804.8,-7.813592233009708,6.8,0.18446601941747573,0.11650485436893204,0.02912621359223301,11.176470588235293,7.058823529411765,1.7647058823529413,-0.034142394822006476,-0.6205882352941177,8.73,0.107843137255,0.0882352941176,0.078431372549,0.078431372549,0.0,0.0,0.330097087379,0
56.72,-0.005447813822284909,-0.10298507462686567,-0.3090,0.1233,0.585786,0.0558,-0.32925373134328356,0.02029850746268656,-642.9,-9.5955223880597,8.0,0.07462686567164178,0.16417910447761194,0.11940298507462686,6.944444444444444,15.277777777777779,11.111111111111112,-0.07723880597014925,-0.8624999999999999,3.0,0.0606060606061,0.106060606061,0.151515151515,0.106060606061,0.0,0.0,0.34328358209,0
40.00,-0.006144999999999999,-0.08196078431372548,-0.2458,0.2007,0.585786,0.0345,-0.26776470588235296,0.022000000000000013,-543.3,-6.391764705882353,8.0,0.15294117647058825,0.11764705882352941,0.011764705882352941,18.055555555555554,13.888888888888888,1.388888888888889,-0.06147058823529411,-0.8704166666666667,5.325,0.0714285714286,0.0952380952381,0.107142857143,0.107142857143,0.0609756097561,0.0,0.329411764706,0
52.27,-0.005043045724124737,-0.04393939393939394,-0.2636,0.2557,0.198062,0.0345,-0.2764772727272727,0.01284090909090908,-690.0,-7.840909090909091,4.666666666666667,0.10227272727272728,0.1590909090909091,0.056818181818181816,5.357142857142858,8.333333333333334,2.9761904761904763,-0.03766233766233766,-0.8285714285714285,7.595,0.0804597701149,0.114942528736,0.0919540229885,0.103448275862,0.0348837209302,0.0,0.329545454545,0
43.08,-0.005510677808727949,-0.11846153846153847,-0.2374,0.2076,1.000000,0.0354,-0.2512307692307692,0.013846153846153824,-418.8,-6.443076923076923,9.0,0.12307692307692308,0.09230769230769231,0.06153846153846154,22.22222222222222,16.666666666666668,11.11111111111111,-0.07897435897435898,-0.8572222222222222,3.85,0.09375,0.15625,0.0625,0.03125,0.0,0.0,0.2,0
43.24,-0.006438482886216465,-0.0927927927927928,-0.2784,0.2438,0.585786,0.0471,-0.3012162162162162,0.022837837837837806,-610.0,-8.243243243243244,8.333333333333334,0.13513513513513514,0.12162162162162163,0.08108108108108109,13.333333333333334,12.0,8.0,-0.0695945945945946,-0.8240000000000001,6.655,0.0958904109589,0.150684931507,0.13698630137,0.0547945205479,0.0,0.0,0.337837837838,0
46.55,-0.005630504833512353,-0.06551724137931034,-0.2621,0.2158,0.381966,0.0359,-0.2846551724137931,0.022586206896551764,-428.8,-7.393103448275863,4.5,0.15517241379310345,0.13793103448275862,0.017241379310344827,12.5,11.11111111111111,1.3888888888888888,-0.05241379310344827,-0.8444444444444444,4.23,0.105263157895,0.105263157895,0.0526315789474,0.0526315789474,0.0,0.0,0.327586206897,0
43.40,-0.004721198156682028,-0.051179245283018863,-0.2049,0.3203,0.381966,0.0316,-0.2337735849056604,0.02886792452830191,-647.8,-6.1113207547169806,7.75,0.1320754716981132,0.11320754716981132,0.04716981132075472,11.290322580645162,9.67741935483871,4.032258064516129,-0.04094339622641509,-0.7006451612903225,10.24,0.0761904761905,0.0761904761905,0.114285714286,0.0761904761905,0.0,0.0,0.330188679245,0
60.00,-0.005666666666666667,-0.17,-0.3400,0.1008,1.000000,0.0342,-0.36800000000000005,0.028000000000000004,-466.5,-7.176923076923077,10.5,0.1076923076923077,0.15384615384615385,0.06153846153846154,16.666666666666668,23.80952380952381,9.523809523809524,-0.11333333333333334,-1.0523809523809524,2.44,0.078125,0.09375,0.109375,0.09375,0.0,0.0,0.338461538462,0
42.71,-0.004219152423320065,-0.025744047619047618,-0.1802,0.4395,0.152241,0.0320,-0.19874999999999998,0.01854166666666664,-746.4,-7.7749999999999995,3.7142857142857144,0.13541666666666666,0.125,0.010416666666666666,7.142857142857143,6.593406593406593,0.5494505494505495,-0.022526041666666666,-0.6653846153846155,13.925,0.0421052631579,0.0631578947368,0.0631578947368,0.0631578947368,0.0,0.0,0.333333333333,0
56.14,-0.00653188457427859,-0.09166666666666666,-0.3667,0.1342,0.381966,0.0320,-0.3819298245614035,0.01526315789473686,-479.1,-8.405263157894737,4.0,0.05263157894736842,0.17543859649122806,0.05263157894736842,4.6875,15.625,4.6875,-0.07333333333333333,-1.30625,2.665,0.0357142857143,0.0535714285714,0.0535714285714,0.0535714285714,0.0,0.0,0.333333333333,0
50.00,-0.007324000000000001,-0.09155405405405406,-0.3662,0.1008,0.381966,0.0482,-0.38554054054054054,0.01932432432432432,-659.7,-8.914864864864866,6.25,0.12162162162162163,0.17567567567567569,0.04054054054054054,9.0,13.0,3.0,-0.07324324324324324,-1.084,3.245,0.0958904109589,0.123287671233,0.0821917808219,0.0821917808219,0.0,0.0,0.337837837838,0
64.42,-0.00608972368829556,-0.06538461538461539,-0.3923,0.2410,0.198062,0.0319,-0.41605769230769235,0.023750000000000056,-971.1,-9.3375,5.333333333333333,0.04807692307692308,0.22115384615384615,0.038461538461538464,2.6041666666666665,11.979166666666666,2.0833333333333335,-0.056043956043956046,-1.275,8.88,0.00970873786408,0.0291262135922,0.145631067961,0.165048543689,0.00980392156863,0.0,0.298076923077,0
55.10,-0.006704174228675136,-0.06156462585034014,-0.3694,0.4001,0.198062,0.0316,-0.393265306122449,0.023877551020408127,-729.0,-7.438775510204081,4.833333333333333,0.10204081632653061,0.17346938775510204,0.02040816326530612,5.74712643678161,9.770114942528735,1.1494252873563218,-0.05276967930029155,-1.2482758620689656,13.28,0.0721649484536,0.0721649484536,0.103092783505,0.103092783505,0.0208333333333,0.0,0.336734693878,0
42.25,-0.006733727810650887,-0.07112676056338028,-0.2845,0.1157,0.381966,0.0395,-0.29577464788732394,0.011267605633802826,-631.3,-8.891549295774647,6.0,0.14084507042253522,0.14084507042253522,0.056338028169014086,10.416666666666666,10.416666666666666,4.166666666666667,-0.056901408450704224,-0.8416666666666667,2.68,0.0714285714286,0.1,0.0857142857143,0.0857142857143,0.0,0.0,0.338028169014,0
60.71,-0.008863449184648329,-0.1793650793650794,-0.5381,0.0975,0.585786,0.0503,-0.5485714285714286,0.010476190476190422,-847.7,-10.091666666666667,10.333333333333334,0.11904761904761904,0.2261904761904762,0.023809523809523808,10.75268817204301,20.43010752688172,2.150537634408602,-0.13452380952380955,-1.4580645161290324,2.56,0.10843373494,0.120481927711,0.156626506024,0.10843373494,0.0243902439024,0.0,0.333333333333,0
57.85,-0.004314606741573033,-0.035655253837072014,-0.2496,0.3592,0.152241,0.0429,-0.28090909090909094,0.0313223140495868,-961.1,-7.94297520661157,4.714285714285714,0.09917355371900827,0.1652892561983471,0.008264462809917356,5.194805194805196,8.658008658008658,0.4329004329004329,-0.031198347107438015,-0.9151515151515152,13.575,0.0333333333333,0.05,0.108333333333,0.108333333333,0.00847457627119,0.0,0.330578512397,0
38.67,-0.006726144297905353,-0.065,-0.2601,0.3268,0.381966,0.0320,-0.28226666666666667,0.022133333333333335,-618.7,-8.249333333333334,6.25,0.18666666666666668,0.12,0.02666666666666667,14.0,9.0,2.0,-0.052000000000000005,-0.7804000000000001,7.445,0.121621621622,0.175675675676,0.0810810810811,0.0810810810811,0.0277777777778,0.0,0.333333333333,0
48.61,-0.006776383460193377,-0.08229166666666667,-0.3294,0.2250,0.381966,0.0317,-0.35541666666666666,0.025972222222222237,-603.6,-8.383333333333333,5.5,0.125,0.1527777777777778,0.027777777777777776,10.227272727272727,12.5,2.272727272727273,-0.06583333333333333,-1.0781818181818181,5.045,0.0845070422535,0.056338028169,0.112676056338,0.112676056338,0.0,0.0,0.333333333333,0
45.07,-0.005109829154648325,-0.07699530516431924,-0.2303,0.0856,0.585786,0.0316,-0.23661971830985917,0.006338028169014074,-423.0,-5.957746478873239,6.0,0.11267605633802817,0.11267605633802817,0.028169014084507043,14.814814814814815,14.814814814814815,3.7037037037037037,-0.05774647887323943,-0.9083333333333334,1.885,0.0714285714286,0.0857142857143,0.0428571428571,0.0285714285714,0.0,0.0,0.30985915493,0
55.56,-0.005725341972642188,-0.0636111111111111,-0.3181,0.1505,0.267949,0.0322,-0.3306944444444444,0.01263888888888889,-618.4,-8.588888888888889,4.4,0.125,0.16666666666666666,0.013888888888888888,8.181818181818182,10.90909090909091,0.9090909090909092,-0.053009259259259256,-1.0409090909090908,3.54,0.0704225352113,0.0845070422535,0.0985915492958,0.112676056338,0.0,0.0,0.333333333333,0
60.42,-0.007327044025157233,-0.07378472222222222,-0.4427,0.2552,0.198062,0.0316,-0.4534375,0.010729166666666679,-857.3,-8.930208333333333,5.5,0.07291666666666667,0.20833333333333334,0.0625,3.535353535353535,10.101010101010102,3.0303030303030307,-0.06324404761904762,-1.2878787878787878,7.37,0.0526315789474,0.0736842105263,0.189473684211,0.147368421053,0.0,0.0,0.333333333333,0
53.33,-0.007701106319144947,-0.20500000000000002,-0.4107,0.0979,1.000000,0.0321,-0.417,0.006333333333333317,-494.0,-8.233333333333333,9.5,0.08333333333333333,0.18333333333333332,0.05,13.157894736842104,28.94736842105263,7.894736842105263,-0.1366666666666667,-1.296842105263158,1.7,0.0677966101695,0.118644067797,0.152542372881,0.101694915254,0.0,0.0,0.333333333333,0
44.05,-0.006217934165720772,-0.05476190476190477,-0.2739,0.1667,0.267949,0.0346,-0.29404761904761906,0.020119047619047592,-656.1,-7.810714285714286,5.6,0.17857142857142858,0.14285714285714285,0.011904761904761904,10.714285714285714,8.571428571428571,0.7142857142857143,-0.04563492063492064,-0.8217857142857143,5.53,0.120481927711,0.120481927711,0.0843373493976,0.0843373493976,0.0243902439024,0.0,0.333333333333,0
47.95,-0.0056558915537017725,-0.09041095890410959,-0.2712,0.1732,0.585786,0.0330,-0.2926027397260274,0.02136986301369861,-641.9,-8.793150684931506,7.333333333333333,0.136986301369863,0.1506849315068493,0.0136986301369863,15.15151515151515,16.666666666666668,1.5151515151515154,-0.06780821917808219,-0.9,4.365,0.0416666666667,0.0416666666667,0.111111111111,0.0694444444444,0.0,0.0,0.328767123288,0
42.74,-0.00632662611137108,-0.04501424501424502,-0.2704,0.3075,0.198062,0.0316,-0.2929059829059829,0.0224786324786325,-910.8,-7.7846153846153845,6.166666666666667,0.13675213675213677,0.11965811965811966,0.05982905982905983,7.207207207207207,6.306306306306307,3.1531531531531534,-0.03858363858363859,-0.8551351351351352,13.35,0.0948275862069,0.137931034483,0.0948275862069,0.0603448275862,0.0,0.0,0.333333333333,0
62.50,-0.0060368,-0.07545454545454547,-0.3773,0.3450,0.267949,0.0366,-0.3918181818181818,0.014545454545454478,-800.9,-9.101136363636364,5.6,0.06818181818181818,0.19318181818181818,0.056818181818181816,4.285714285714286,12.142857142857142,3.5714285714285716,-0.06287878787878788,-1.1857142857142857,11.305,0.0344827586207,0.0804597701149,0.137931034483,0.0919540229885,0.0,0.0,0.329545454545,0
54.55,-0.005732355637030248,-0.15636363636363634,-0.3127,0.0981,1.000000,0.0357,-0.33890909090909094,0.026181818181818205,-497.8,-9.05090909090909,9.0,0.12727272727272726,0.16363636363636364,0.03636363636363636,19.444444444444443,25.0,5.555555555555555,-0.10424242424242423,-0.9555555555555555,2.215,0.111111111111,0.111111111111,0.12962962963,0.0555555555556,0.0,0.0,0.327272727273,0
55.95,-0.00596604110813226,-0.08333333333333333,-0.3338,0.2136,0.381966,0.0336,-0.35357142857142854,0.019761904761904765,-656.1,-7.810714285714286,6.0,0.09523809523809523,0.15476190476190477,0.03571428571428571,8.333333333333334,13.541666666666666,3.125,-0.06666666666666667,-1.1683333333333332,6.15,0.0481927710843,0.10843373494,0.132530120482,0.0963855421687,0.0121951219512,0.0,0.333333333333,0
52.24,-0.006315084226646248,-0.16492537313432837,-0.3299,0.1552,1.000000,0.0357,-0.3441791044776119,0.014328358208955184,-537.8,-8.02686567164179,11.0,0.08955223880597014,0.16417910447761194,0.07462686567164178,13.636363636363637,25.0,11.363636363636363,-0.10995024875621891,-1.0045454545454546,3.715,0.0757575757576,0.106060606061,0.136363636364,0.0454545454545,0.0,0.0,0.34328358209,0
53.73,-0.00691606179043365,-0.09291044776119402,-0.3716,0.0490,0.381966,0.0351,-0.37582089552238807,0.004179104477611957,-563.3,-8.407462686567163,5.75,0.08955223880597014,0.1791044776119403,0.07462686567164178,6.521739130434782,13.043478260869565,5.434782608695652,-0.07432835820895521,-1.0826086956521739,1.115,0.0757575757576,0.151515151515,0.121212121212,0.0757575757576,0.0,0.0,0.34328358209,0
45.90,-0.005786492374727669,-0.08852459016393442,-0.2656,0.0766,0.585786,0.0455,-0.27999999999999997,0.014426229508196706,-519.7,-8.519672131147543,7.0,0.18032786885245902,0.13114754098360656,0.03278688524590164,17.46031746031746,12.698412698412698,3.1746031746031744,-0.06639344262295081,-0.7714285714285714,2.0,0.1,0.116666666667,0.1,0.0833333333333,0.0,0.0,0.327868852459,0
48.53,-0.008363898619410674,-0.20294117647058824,-0.4059,0.0901,1.000000,0.0445,-0.4163235294117647,0.010441176470588195,-584.6,-8.597058823529412,12.0,0.1323529411764706,0.16176470588235295,0.058823529411764705,18.75,22.916666666666668,8.333333333333334,-0.13529411764705881,-1.1500000000000001,2.46,0.119402985075,0.134328358209,0.10447761194,0.119402985075,0.0,0.0,0.338235294118,0
44.44,-0.007043204320432044,-0.10432098765432098,-0.3130,0.1168,0.585786,0.0563,-0.32407407407407407,0.011111111111111138,-487.8,-9.033333333333333,6.0,0.16666666666666666,0.16666666666666666,0.0,16.666666666666668,16.666666666666668,0.0,-0.07824074074074074,-0.9388888888888888,2.68,0.11320754717,0.0943396226415,0.0754716981132,0.0943396226415,0.0,0.0,0.333333333333,0
38.46,-0.00718408736349454,-0.09230769230769231,-0.2763,0.1763,0.585786,0.0340,-0.29738461538461536,0.021076923076923038,-418.5,-6.438461538461539,6.0,0.13846153846153847,0.09230769230769231,0.046153846153846156,16.666666666666668,11.111111111111112,5.555555555555556,-0.06923076923076923,-0.9977777777777779,3.775,0.078125,0.109375,0.078125,0.046875,0.0,0.0,0.261538461538,0
55.79,-0.006603333930811974,-0.09210526315789473,-0.3684,0.1284,0.381966,0.0477,-0.3816842105263158,0.01326315789473682,-740.0,-7.7894736842105265,8.25,0.10526315789473684,0.2,0.042105263157894736,7.575757575757576,14.393939393939394,3.0303030303030303,-0.07368421052631578,-1.0606060606060606,4.38,0.0531914893617,0.0851063829787,0.117021276596,0.127659574468,0.0,0.0,0.336842105263,0
55.38,-0.005805344889851932,-0.08038461538461537,-0.3215,0.2083,0.381966,0.0403,-0.3412307692307692,0.01969230769230771,-484.6,-7.455384615384616,5.0,0.06153846153846154,0.16923076923076924,0.07692307692307693,5.0,13.75,6.25,-0.0643076923076923,-1.045,4.74,0.046875,0.109375,0.140625,0.109375,0.0,0.0,0.276923076923,0
55.81,-0.006145851997849848,-0.0686046511627907,-0.3430,0.1825,0.267949,0.0317,-0.36534883720930234,0.02232558139534886,-805.4,-9.365116279069767,6.2,0.13953488372093023,0.19767441860465115,0.023255813953488372,7.741935483870968,10.96774193548387,1.2903225806451613,-0.05717054263565891,-0.9516129032258065,5.555,0.0823529411765,0.0941176470588,0.117647058824,0.129411764706,0.0,0.0,0.337209302326,0
57.41,-0.00725831736631249,-0.1388888888888889,-0.4167,0.0625,0.585786,0.0370,-0.4324074074074074,0.015740740740740767,-533.0,-9.87037037037037,6.666666666666667,0.1111111111111111,0.2222222222222222,0.037037037037037035,10.0,20.0,3.3333333333333335,-0.10416666666666667,-1.125,1.385,0.0377358490566,0.132075471698,0.150943396226,0.169811320755,0.0,0.0,0.333333333333,0
48.05,-0.005136316337148804,-0.04935064935064935,-0.2468,0.2160,0.267949,0.0370,-0.2646753246753247,0.01792207792207791,-586.5,-7.616883116883117,4.8,0.1038961038961039,0.15584415584415584,0.05194805194805195,6.666666666666667,10.0,3.3333333333333335,-0.04112554112554113,-0.7916666666666666,5.585,0.0789473684211,0.0921052631579,0.131578947368,0.0789473684211,0.0,0.0,0.337662337662,0
54.10,-0.00566728280961183,-0.10218579234972676,-0.3066,0.1099,0.585786,0.0317,-0.31983606557377053,0.013278688524590201,-569.7,-9.339344262295082,7.333333333333333,0.13114754098360656,0.21311475409836064,0.01639344262295082,12.121212121212123,19.6969696969697,1.5151515151515154,-0.07663934426229507,-0.85,2.755,0.0666666666667,0.116666666667,0.1,0.15,0.0172413793103,0.0,0.327868852459,0
