@relation dataset

@attribute G+C numeric
@attribute MFEI1 numeric
@attribute MFEI2 numeric
@attribute dG numeric
@attribute dQ numeric
@attribute dF numeric
@attribute ZD numeric
@attribute EAFE numeric
@attribute Diff numeric
@attribute dS numeric
@attribute dS/L numeric
@attribute Avg_Bp_Stem numeric
@attribute |A-U|/L numeric
@attribute |G-C|/L numeric
@attribute |G-U|/L numeric
@attribute (A-U)/stems numeric
@attribute (G-C)/stems numeric
@attribute (G-U)/stems numeric
@attribute MFEI3 numeric
@attribute MFEI4 numeric
@attribute Diversity numeric
@attribute tri1 numeric
@attribute tri2 numeric
@attribute tri3 numeric
@attribute tri4 numeric
@attribute loops numeric
@attribute dustmasker numeric
@attribute translation numeric
@attribute CLASS {0,1}

@data
46.00,-0.006595652173913043,-0.07575,-0.3034,0.1473,0.381966,0.0407,-0.32549999999999996,0.022099999999999974,-789.9,-7.899,7.5,0.11,0.14,0.05,9.166666666666666,11.666666666666666,4.166666666666667,-0.0606,-1.0113333333333334,4.64,0.0909090909091,0.121212121212,0.121212121212,0.0909090909091,0.0102040816327,0.0,0.34,0
60.00,-0.004281666666666667,-0.06421052631578947,-0.2569,0.4013,0.381966,0.0318,-0.28957894736842105,0.032631578947368435,-688.7,-7.2494736842105265,6.5,0.06315789473684211,0.17894736842105263,0.031578947368421054,5.769230769230769,16.346153846153847,2.8846153846153846,-0.05136842105263158,-0.9388461538461539,10.85,0.0106382978723,0.0531914893617,0.106382978723,0.106382978723,0.0,0.0,0.336842105263,0
38.61,-0.006153846153846154,-0.0594059405940594,-0.2376,0.2672,0.381966,0.0371,-0.25475247524752476,0.017128712871287134,-713.8,-7.0673267326732665,7.5,0.13861386138613863,0.12871287128712872,0.0297029702970297,11.666666666666666,10.833333333333334,2.5,-0.047524752475247525,-0.8,8.88,0.07,0.08,0.1,0.09,0.0102040816327,0.0,0.336633663366,0
42.37,-0.0064196365352844,-0.04533898305084746,-0.2720,0.1681,0.198062,0.0329,-0.29245762711864404,0.02042372881355929,-954.7,-8.090677966101696,6.666666666666667,0.16101694915254236,0.11864406779661017,0.059322033898305086,7.916666666666667,5.833333333333333,2.9166666666666665,-0.03886198547215496,-0.8025,7.58,0.119658119658,0.128205128205,0.0940170940171,0.0598290598291,0.0,0.0,0.330508474576,0
70.59,-0.006972659016857912,-0.24607843137254903,-0.4922,0.0209,1.000000,0.0316,-0.4949019607843137,0.0027450980392156278,-476.9,-9.350980392156861,9.0,0.0392156862745098,0.21568627450980393,0.09803921568627451,5.555555555555555,30.555555555555557,13.88888888888889,-0.16405228758169935,-1.3944444444444446,0.35,0.04,0.14,0.16,0.06,0.0,0.0,0.333333333333,0
49.55,-0.00598385469223007,-0.04939939939939939,-0.2965,0.2101,0.198062,0.0318,-0.32747747747747746,0.030990990990991035,-907.9,-8.17927927927928,6.0,0.11711711711711711,0.16216216216216217,0.04504504504504504,6.018518518518519,8.333333333333334,2.314814814814815,-0.04234234234234234,-0.9141666666666666,8.295,0.0545454545455,0.0818181818182,0.136363636364,0.0545454545455,0.0555555555556,0.0,0.333333333333,0
43.33,-0.005102700207708285,-0.04422222222222222,-0.2211,0.1934,0.267949,0.0316,-0.2348888888888889,0.0137777777777778,-711.3,-7.903333333333332,5.4,0.12222222222222222,0.13333333333333333,0.044444444444444446,8.148148148148149,8.88888888888889,2.962962962962963,-0.03685185185185185,-0.7370370370370369,6.165,0.0674157303371,0.0786516853933,0.0449438202247,0.0561797752809,0.0,0.0,0.333333333333,0
49.40,-0.0052186234817813764,-0.05156626506024096,-0.2578,0.0899,0.267949,0.0648,-0.2697590361445783,0.011927710843373518,-696.1,-8.386746987951808,5.0,0.12048192771084337,0.1566265060240964,0.024096385542168676,8.0,10.4,1.6,-0.042971887550200795,-0.856,2.95,0.0609756097561,0.0731707317073,0.0853658536585,0.0731707317073,0.0,0.0,0.33734939759,0
49.15,-0.007965412004069177,-0.1957627118644068,-0.3915,0.0996,1.000000,0.0317,-0.4011864406779661,0.009661016949152548,-454.6,-7.705084745762712,10.5,0.11864406779661017,0.13559322033898305,0.1016949152542373,16.666666666666668,19.047619047619047,14.285714285714286,-0.1305084745762712,-1.1,2.67,0.0862068965517,0.155172413793,0.155172413793,0.0862068965517,0.0,0.0,0.338983050847,0
62.90,-0.005640699523052464,-0.08870967741935484,-0.3548,0.2943,0.381966,0.0606,-0.3656451612903226,0.010806451612903254,-495.9,-7.998387096774193,4.75,0.06451612903225806,0.1935483870967742,0.04838709677419355,5.2631578947368425,15.789473684210526,3.9473684210526314,-0.07096774193548387,-1.1578947368421053,5.835,0.0491803278689,0.0819672131148,0.16393442623,0.0983606557377,0.0166666666667,0.0,0.338709677419,0
44.23,-0.008478408320144699,-0.375,-0.3750,0.0792,2.000000,0.0439,-0.39865384615384614,0.02365384615384616,-426.6,-8.203846153846154,18.0,0.1346153846153846,0.15384615384615385,0.057692307692307696,38.888888888888886,44.44444444444444,16.666666666666668,-0.1875,-1.0833333333333333,1.63,0.117647058824,0.137254901961,0.078431372549,0.0980392156863,0.0,0.0,0.346153846154,0
68.85,-0.006499636891793756,-0.11188524590163934,-0.4475,0.1034,0.381966,0.0388,-0.45672131147540984,0.009180327868852438,-515.9,-8.457377049180327,4.5,0.04918032786885246,0.21311475409836064,0.03278688524590164,4.166666666666667,18.055555555555557,2.7777777777777777,-0.08950819672131147,-1.5166666666666666,2.07,0.05,0.0666666666667,0.116666666667,0.133333333333,0.0,0.0,0.327868852459,0
46.27,-0.005387940350118867,-0.12462686567164179,-0.2493,0.1036,1.000000,0.0364,-0.2646268656716418,0.015373134328358226,-546.2,-8.15223880597015,9.5,0.11940298507462686,0.13432835820895522,0.029850746268656716,21.05263157894737,23.68421052631579,5.2631578947368425,-0.08308457711442786,-0.8789473684210526,2.02,0.0606060606061,0.0757575757576,0.0909090909091,0.0757575757576,0.0,0.0,0.34328358209,0
53.42,-0.005052414825907899,-0.06746575342465753,-0.2699,0.2053,0.381966,0.0507,-0.3046575342465753,0.03479452054794519,-579.1,-7.932876712328768,6.75,0.1232876712328767,0.1643835616438356,0.0821917808219178,8.333333333333334,11.11111111111111,5.555555555555555,-0.053972602739726025,-0.7296296296296296,5.895,0.111111111111,0.125,0.111111111111,0.0972222222222,0.0142857142857,0.0,0.342465753425,0
47.06,-0.006500212494687633,-0.0611764705882353,-0.3059,0.1752,0.267949,0.0318,-0.32223529411764706,0.016352941176470594,-661.6,-7.7835294117647065,5.4,0.1411764705882353,0.15294117647058825,0.023529411764705882,8.88888888888889,9.62962962962963,1.4814814814814814,-0.05098039215686275,-0.9629629629629629,4.955,0.0833333333333,0.0714285714286,0.0833333333333,0.0952380952381,0.0,0.0,0.329411764706,0
44.74,-0.008263299061242735,-0.0924342105263158,-0.3697,0.1581,0.381966,0.0504,-0.39842105263157895,0.028684210526315784,-658.4,-8.663157894736841,6.75,0.15789473684210525,0.14473684210526316,0.05263157894736842,11.11111111111111,10.185185185185185,3.7037037037037037,-0.07394736842105264,-1.0407407407407407,4.905,0.08,0.12,0.16,0.12,0.0,0.0,0.342105263158,0
44.26,-0.005241753276095798,-0.03866120218579235,-0.2320,0.3004,0.198062,0.0481,-0.2492622950819672,0.01729508196721311,-885.7,-7.259836065573771,6.0,0.10655737704918032,0.13934426229508196,0.04918032786885246,6.018518518518519,7.87037037037037,2.777777777777778,-0.03313817330210773,-0.7861111111111111,11.785,0.0661157024793,0.099173553719,0.099173553719,0.0578512396694,0.0,0.0,0.33606557377,0
46.08,-0.005190972222222223,-0.03986928104575163,-0.2392,0.1903,0.198062,0.0316,-0.2620588235294118,0.022843137254901977,-683.9,-6.704901960784314,5.166666666666667,0.11764705882352941,0.13725490196078433,0.049019607843137254,6.451612903225807,7.526881720430108,2.6881720430107525,-0.03417366946778711,-0.7870967741935483,6.35,0.0693069306931,0.118811881188,0.0792079207921,0.0594059405941,0.0,0.0,0.333333333333,0
53.97,-0.007176209005002779,-0.12910052910052908,-0.3873,0.1164,0.585786,0.0509,-0.39746031746031746,0.010158730158730167,-578.4,-9.18095238095238,7.666666666666667,0.12698412698412698,0.19047619047619047,0.047619047619047616,11.594202898550725,17.391304347826086,4.3478260869565215,-0.09682539682539681,-1.0608695652173912,2.76,0.112903225806,0.112903225806,0.193548387097,0.129032258065,0.0166666666667,0.0,0.333333333333,0
48.57,-0.006823141857113444,-0.08285714285714285,-0.3314,0.2621,0.381966,0.0317,-0.3484285714285714,0.01700000000000002,-533.0,-7.614285714285714,6.0,0.17142857142857143,0.12857142857142856,0.04285714285714286,12.5,9.375,3.125,-0.06628571428571428,-0.9666666666666667,7.465,0.101449275362,0.115942028986,0.130434782609,0.0869565217391,0.0,0.0,0.342857142857,0
44.93,-0.0065168039172045404,-0.09758454106280194,-0.2928,0.0629,0.585786,0.0555,-0.3118840579710145,0.0191304347826087,-453.3,-6.569565217391305,7.0,0.11594202898550725,0.11594202898550725,0.07246376811594203,12.698412698412698,12.698412698412698,7.936507936507937,-0.07318840579710145,-0.9619047619047618,1.57,0.0588235294118,0.0735294117647,0.0735294117647,0.0588235294118,0.0,0.0,0.333333333333,0
44.94,-0.0064063195371606586,-0.07191011235955057,-0.2879,0.2813,0.381966,0.0372,-0.31325842696629214,0.02539325842696627,-730.9,-8.212359550561798,6.5,0.11235955056179775,0.1348314606741573,0.0449438202247191,9.615384615384615,11.538461538461538,3.8461538461538463,-0.05752808988764045,-0.9853846153846154,8.575,0.0795454545455,0.0909090909091,0.113636363636,0.0795454545455,0.0,0.0,0.337078651685,0
50.00,-0.00597,-0.07462121212121212,-0.2985,0.1321,0.381966,0.0560,-0.3165151515151515,0.01803030303030305,-553.6,-8.387878787878789,5.0,0.13636363636363635,0.13636363636363635,0.030303030303030304,11.25,11.25,2.5,-0.05969696969696969,-0.985,2.925,0.107692307692,0.107692307692,0.0769230769231,0.0769230769231,0.0,0.0,0.333333333333,0
40.54,-0.006267883571780957,-0.06351351351351352,-0.2541,0.1532,0.381966,0.0357,-0.28405405405405404,0.029999999999999985,-578.4,-7.816216216216216,6.0,0.16216216216216217,0.13513513513513514,0.02702702702702703,12.5,10.416666666666666,2.0833333333333335,-0.05081081081081081,-0.7833333333333333,3.755,0.109589041096,0.13698630137,0.0958904109589,0.109589041096,0.0555555555556,0.0,0.324324324324,0
46.30,-0.0063196544276457895,-0.07314814814814816,-0.2926,0.2025,0.381966,0.0317,-0.32074074074074077,0.02814814814814814,-455.9,-8.442592592592591,4.75,0.14814814814814814,0.14814814814814814,0.05555555555555555,10.526315789473685,10.526315789473685,3.9473684210526314,-0.058518518518518525,-0.8315789473684211,3.93,0.0943396226415,0.132075471698,0.132075471698,0.0943396226415,0.0,0.0,0.333333333333,0
59.41,-0.00495034505975425,-0.042008486562942,-0.2941,0.4496,0.152241,0.0317,-0.3188118811881188,0.02475247524752479,-890.2,-8.813861386138614,4.142857142857143,0.07920792079207921,0.15841584158415842,0.04950495049504951,3.940886699507389,7.881773399014778,2.4630541871921183,-0.036757425742574255,-1.0241379310344827,15.85,0.03,0.04,0.11,0.1,0.0,0.0,0.336633663366,0
38.75,-0.005579354838709677,-0.04325,-0.2162,0.1059,0.267949,0.0367,-0.230875,0.014624999999999977,-561.3,-7.016249999999999,5.2,0.1875,0.1,0.0375,11.538461538461538,6.153846153846154,2.3076923076923075,-0.036041666666666666,-0.6653846153846155,3.15,0.101265822785,0.126582278481,0.0759493670886,0.0506329113924,0.0,0.0,0.3375,0
56.67,-0.005969648844185636,-0.11277777777777777,-0.3383,0.1019,0.585786,0.0446,-0.35050000000000003,0.012166666666666675,-546.2,-9.103333333333333,6.333333333333333,0.11666666666666667,0.18333333333333332,0.016666666666666666,12.280701754385966,19.298245614035086,1.7543859649122808,-0.08458333333333333,-1.068421052631579,2.075,0.0677966101695,0.0677966101695,0.0847457627119,0.0847457627119,0.0,0.0,0.333333333333,0
46.15,-0.006075839653304442,-0.04004884004884005,-0.2804,0.3123,0.152241,0.0316,-0.2984615384615385,0.01803418803418803,-974.7,-8.330769230769231,4.714285714285714,0.1111111111111111,0.15384615384615385,0.017094017094017096,5.627705627705628,7.792207792207792,0.8658008658008658,-0.03504273504273504,-0.9942424242424243,12.12,0.0603448275862,0.051724137931,0.112068965517,0.112068965517,0.0263157894737,0.0,0.333333333333,0
54.24,-0.006624262536873156,-0.11977401129943503,-0.3593,0.0430,0.585786,0.0316,-0.3633898305084746,0.004067796610169525,-589.4,-9.989830508474576,7.0,0.11864406779661017,0.2033898305084746,0.03389830508474576,11.111111111111112,19.047619047619047,3.1746031746031744,-0.08983050847457627,-1.0095238095238095,0.88,0.0689655172414,0.103448275862,0.103448275862,0.103448275862,0.0,0.0,0.338983050847,0
46.34,-0.006788951230038843,-0.06292682926829268,-0.3146,0.1260,0.267949,0.0524,-0.3303658536585366,0.01573170731707316,-465.9,-5.681707317073171,5.6,0.12195121951219512,0.12195121951219512,0.0975609756097561,7.142857142857143,7.142857142857143,5.714285714285714,-0.0524390243902439,-0.9214285714285715,4.37,0.0740740740741,0.111111111111,0.135802469136,0.0987654320988,0.0,0.0,0.329268292683,0
80.33,-0.007204033362380182,-0.19289617486338795,-0.5787,0.2550,0.585786,0.0487,-0.6113114754098361,0.03262295081967216,-652.9,-10.70327868852459,7.333333333333333,0.03278688524590164,0.29508196721311475,0.03278688524590164,3.0303030303030307,27.27272727272727,3.0303030303030307,-0.14467213114754096,-1.6045454545454545,6.08,0.0166666666667,0.0333333333333,0.233333333333,0.166666666667,0.0,0.0,0.344262295082,0
39.24,-0.005354230377166157,-0.052531645569620256,-0.2101,0.3347,0.381966,0.0316,-0.22088607594936707,0.010759493670886048,-558.1,-7.064556962025317,5.75,0.12658227848101267,0.08860759493670886,0.0759493670886076,10.869565217391305,7.608695652173913,6.521739130434782,-0.0420253164556962,-0.7217391304347827,7.73,0.0769230769231,0.128205128205,0.0897435897436,0.0384615384615,0.0,0.0,0.329113924051,0
49.14,-0.005858770858770858,-0.03599137931034482,-0.2879,0.5206,0.120615,0.0516,-0.3075862068965517,0.019655172413793113,-842.2,-7.2603448275862075,4.25,0.1206896551724138,0.1206896551724138,0.05172413793103448,5.147058823529412,5.147058823529412,2.2058823529411766,-0.03199233716475095,-0.9823529411764705,20.15,0.0521739130435,0.0869565217391,0.113043478261,0.0782608695652,0.0,0.0,0.336206896552,0
53.47,-0.006962782868898449,-0.07445544554455445,-0.3723,0.1980,0.267949,0.0322,-0.39158415841584154,0.019306930693069265,-796.7,-7.8881188118811885,6.4,0.1188118811881188,0.1782178217821782,0.019801980198019802,7.5,11.25,1.25,-0.062046204620462043,-1.175,6.94,0.06,0.09,0.08,0.09,0.0,0.0,0.336633663366,0
55.00,-0.0056145454545454545,-0.06174999999999999,-0.3088,0.2977,0.267949,0.0472,-0.34362499999999996,0.03487499999999999,-690.3,-8.62875,5.6,0.125,0.175,0.05,7.142857142857143,10.0,2.857142857142857,-0.05145833333333333,-0.8821428571428571,9.545,0.0886075949367,0.126582278481,0.113924050633,0.151898734177,0.0,0.0,0.3375,0
49.12,-0.0071437296416938115,-0.17543859649122806,-0.3509,0.1677,1.000000,0.0316,-0.3819298245614035,0.03105263157894736,-504.9,-8.857894736842105,9.5,0.17543859649122806,0.15789473684210525,0.0,26.31578947368421,23.68421052631579,0.0,-0.11695906432748537,-1.0526315789473684,3.45,0.0535714285714,0.0714285714286,0.0892857142857,0.0714285714286,0.0,0.0,0.333333333333,0
61.90,-0.0072568659127625204,-0.2246031746031746,-0.4492,0.1616,1.000000,0.0530,-0.473968253968254,0.024761904761904742,-558.8,-8.869841269841269,9.0,0.06349206349206349,0.2222222222222222,0.0,11.11111111111111,38.888888888888886,0.0,-0.14973544973544975,-1.5722222222222222,3.985,0.0483870967742,0.0483870967742,0.0645161290323,0.112903225806,0.0,0.0,0.333333333333,0
34.07,-0.009870854123862636,-0.08406593406593407,-0.3363,0.0492,0.381966,0.0695,-0.3498901098901099,0.01362637362637361,-741.3,-8.146153846153846,8.25,0.2087912087912088,0.12087912087912088,0.03296703296703297,14.393939393939394,8.333333333333334,2.272727272727273,-0.06725274725274726,-0.9272727272727274,1.985,0.155555555556,0.144444444444,0.133333333333,0.1,0.0,0.0,0.32967032967,0
45.21,-0.005848263658482637,-0.05287671232876713,-0.2644,0.1577,0.267949,0.0316,-0.28671232876712327,0.022328767123287657,-542.0,-7.424657534246576,4.6,0.1506849315068493,0.136986301369863,0.0273972602739726,9.565217391304348,8.695652173913043,1.7391304347826086,-0.04406392694063927,-0.8391304347826087,3.695,0.0972222222222,0.125,0.0972222222222,0.0694444444444,0.0,0.0,0.328767123288,0
54.41,-0.005026649512957178,-0.06838235294117648,-0.2735,0.3342,0.381966,0.0320,-0.3014705882352941,0.027941176470588216,-574.2,-8.444117647058825,5.5,0.1323529411764706,0.1323529411764706,0.058823529411764705,10.227272727272727,10.227272727272727,4.545454545454546,-0.05470588235294118,-0.8454545454545456,7.91,0.0746268656716,0.134328358209,0.10447761194,0.0597014925373,0.0,0.0,0.338235294118,0
44.12,-0.006999093381686311,-0.10294117647058824,-0.3088,0.0685,0.585786,0.0388,-0.32044117647058823,0.011617647058823517,-606.8,-8.923529411764704,8.0,0.19117647058823528,0.16176470588235295,0.0,18.055555555555554,15.277777777777779,0.0,-0.07720588235294118,-0.875,1.85,0.119402985075,0.089552238806,0.10447761194,0.0746268656716,0.0,0.0,0.338235294118,0
59.21,-0.0045026178010471206,-0.08903508771929824,-0.2666,0.0835,0.585786,0.0317,-0.27407894736842103,0.007499999999999957,-492.0,-6.473684210526316,6.333333333333333,0.07894736842105263,0.13157894736842105,0.039473684210526314,10.526315789473683,17.543859649122805,5.263157894736842,-0.06677631578947368,-1.0663157894736843,2.25,0.0266666666667,0.0533333333333,0.0933333333333,0.0666666666667,0.0,0.0,0.342105263158,0
46.67,-0.006528819370044997,-0.10177777777777776,-0.3047,0.2364,0.585786,0.0348,-0.31906666666666667,0.014399999999999977,-501.7,-6.689333333333333,6.666666666666667,0.09333333333333334,0.14666666666666667,0.02666666666666667,11.666666666666666,18.333333333333332,3.3333333333333335,-0.07633333333333332,-1.1425,7.275,0.0540540540541,0.0945945945946,0.108108108108,0.0945945945946,0.0,0.0,0.333333333333,0
